clade_name	MS11669_jun23_under50bp.metaphlan	MS11670_jun23_under50bp.metaphlan	MS11673_jun23_under50bp.metaphlan	MS11674_jun23_under50bp.metaphlan	MS11675_jun23_under50bp.metaphlan	MS11676_jun23_under50bp.metaphlan	MS11677_jun23_under50bp.metaphlan	MS11678_jun23_under50bp.metaphlan	MS11679_jun23_under50bp.metaphlan	MS11683_jun23_under50bp.metaphlan	MS11684_jun23_under50bp.metaphlan	MS11686_jun23_under50bp.metaphlan	MS11770_jun23_under50bp.metaphlan	MS11771_jun23_under50bp.metaphlan	MS11774_jun23_under50bp.metaphlan	MS11775_jun23_under50bp.metaphlan
s__GGB52002_SGB72669	0.0	0.0	0.0	0.0	0.0	0.0	0.09403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02522	0.0046
s__Agriterribacter_humi	0.0	0.0	0.0	0.0	0.0	0.0	0.08371	0.0	0.0	0.04543	0.0	0.0	0.0	0.00275	0.0	0.0
s__Ferrovibrio_terrae	0.0	0.0	0.0	0.0	0.0	0.0	0.07989	0.00037	0.0	0.0	0.0	0.0	0.0	0.0	0.02834	0.0
s__Bacteroides_SGB63885	0.0	0.0	0.0	0.0	0.0	0.0	0.06303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00967	0.05388
s__GGB35955_SGB107750	0.0	0.0	0.0	0.0	0.0	0.0	0.05595	0.0	0.0	0.00124	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB95167_SGB128533	0.0	0.0	0.0	0.0	0.0	0.0	0.05383	0.0	0.0	0.02254	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB64273_SGB129139	0.0	0.0	0.0	0.0	0.0	0.0	0.04868	0.0	0.0	0.01141	0.0	0.0	0.0	0.0	0.0	0.0
s__Rhodococcus_sp_SMB37	0.0	0.0	0.0	0.0	0.0	0.0	0.04693	0.0	0.0219	0.0	0.02773	0.0	0.0	0.0	0.0	0.0
s__GGB15004_SGB62020	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Helicobacter_heilmannii	0.0	0.0	0.0	0.0	0.0	0.0	0.03655	0.0	0.0	0.0	0.0	0.00237	0.0	0.0	0.0	0.0
s__GGB35955_SGB129072	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Alistipes_shahii	0.0	0.0	0.0	0.0	0.0	0.0	0.03489	0.10816	0.0	0.0	0.0	0.0	0.0	0.0	0.00288	0.18866
s__Clostridia_bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.03348	0.01742	0.0	0.0	0.0	0.04179	0.0	0.0	0.0	0.07685
s__Chitinophaga_sp_SYP_B3965	0.0	0.0	0.0	0.0	0.0	0.0	0.02424	0.02053	0.0	0.0	0.0	0.00945	0.0	0.00544	0.00308	0.0
s__Glutamicibacter_mishrai	0.0	0.0	0.0	0.0	0.0	0.0	0.02204	0.0	0.06351	0.0	0.00856	0.0	0.0	0.0	0.0	0.0
s__Hyphomicrobium_album	0.0	0.0	0.0	0.0	0.0	0.0	0.01898	0.0	0.0	0.03674	0.0	0.0	0.0	0.0	0.0	0.0
s__Phocaeicola_faecalis	0.0	0.0	0.0	0.0	0.0	0.0	0.01834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02141	0.06252
s__Butyricimonas_faecihominis	0.0	0.0	0.0	0.0	0.0	0.0	0.01774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Rhodococcus_sp_F64268	0.0	0.0	0.0	0.0	0.0	0.0	0.01674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Helicobacter_sp_NHP19_0012	0.0	0.0	0.0	0.0	0.0	0.0	0.0154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB4571_SGB6317	0.0	0.0	0.0	0.0	0.0	0.0	0.01386	0.00103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04535
s__Candidatus_Nitrosarchaeum_limnium	0.0	0.0	0.0	0.0	0.0	0.0	0.0131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Chitinophaga_niabensis	0.0	0.0	0.0	0.0	0.0	0.0	0.00918	0.06149	0.0	0.0	0.0	0.00546	0.0	0.0	0.00374	0.0
s__Pseudomonas_viridiflava	0.0	0.0	0.0	0.0	0.0	0.0	0.00896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB44858_SGB62335	0.0	0.0	0.0	0.0	0.0	0.0	0.00853	0.0	0.00839	0.01842	0.0	0.0	0.0	0.0	0.0	0.0
s__Odoribacter_splanchnicus	0.0	0.0	0.0	0.0	0.0	0.0	0.00575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Candidatus_Nitrospira_nitrificans	0.0	0.0	0.0	0.0	0.0	0.0	0.00261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Edwardsiella_tarda	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.08888	0.0	0.0	0.0	0.0	0.0	0.8721	0.0	0.0
s__Prevotella_sp_885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.73128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1147_SGB1474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.56025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB4888_SGB6837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.93839	0.0	0.0	0.0	0.0	0.1869	0.0	0.14672	0.0
s__GGB1457_SGB2020	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92579	0.0	0.0	0.0	0.0	0.0	0.0	0.00075	0.0
s__GGB1405_SGB1928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.73786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1458_SGB2021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB4713_SGB6526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Candidatus_Campylobacter_infans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1158_SGB1488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_pectinovora	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB794_SGB1037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Hallella_faecis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB3862_SGB5239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB9635_SGB15102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1145_SGB1471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB4577_SGB6327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1632_SGB2240	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1630_SGB2238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB9594_SGB15016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00035
s__Treponema_berlinense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_SGB1672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1123_SGB1437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Segatella_sinensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Faecalibacillus_intestinalis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Sgatella_sinensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB10693_SGB17348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Peptostreptococcus_russellii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15027	0.0	0.0	0.0	0.0	0.00634	0.0	0.04768	0.0
s__GGB38716_SGB14237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB9747_SGB15355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_sp_AF13_28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1495_SGB2071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB9158_SGB14095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1266_SGB1699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Oscillibacter_valericigenes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB31460_SGB6499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1239_SGB1657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB3616_SGB4890	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Anaerotignum_faecicola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10403	0.0	0.0	0.0	0.0	0.0	0.0	0.06418	0.0
s__GGB1629_SGB2237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinomadura_citrea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09775	0.72171	0.08475	0.01405	0.0	0.0	0.0	0.0	0.0
s__Lentihominibacter_faecis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09602	0.0	0.0	0.0	0.0	0.02706	0.0	0.0	0.0
s__GGB4644_SGB6428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB13580_SGB20916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_sp_Marseille_P4119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Desulfovibrio_piger	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08145	0.0	0.0	0.0	0.0	0.15398	0.0	0.01431	0.0
s__GGB1146_SGB1472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB4591_SGB6350	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Brochothrix_thermosphacta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB3623_SGB4900	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB9342_SGB14306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1497_SGB2076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Segatella_brasiliensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0724	0.0	0.0	0.0	0.0	0.0	0.0	0.01621	0.0
s__Ellagibacter_isourolithinifaciens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06859	0.0	0.0	0.0	0.0	0.02978	0.0	0.0	0.0
s__GGB6594_SGB9325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1248_SGB1669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Phocaeicola_plebeius	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06224	0.0	0.0	0.0	0.02584	0.05695	0.0	0.0	0.0
s__GGB9081_SGB14005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_SGB1675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Roseburia_inulinivorans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB9634_SGB15097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB9383_SGB72489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB3528_SGB4713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB3212_SGB4241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Oscillospiraceae_unclassified_SGB15252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Moellerella_wisconsensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04298	0.0	0.0	0.0	0.0	0.0	0.01516	0.0	0.0
s__GGB10708_SGB17364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Anaerobutyricum_soehngenii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04121	0.0	0.0	0.0	0.0	0.1087	0.0	0.0019	0.0
s__Prevotella_dentalis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB4676_SGB6465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB3730_SGB5060	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1631_SGB2239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB3717_SGB5040	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Micromonospora_ureilytica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03561	0.0	0.0	0.0	0.0	0.0	0.0	0.01517	0.0
s__Pseudomonas_fluorescens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03414	0.0	0.0	0.0	0.0	0.0	1.15279	0.0	0.0
s__GGB13463_SGB15285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Blautia_glucerasea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Sphingopyxis_sp_Root154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Nitrobacter_vulgaris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1243_SGB1663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Nitrosomonas_ureae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB9420_SGB14786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridiaceae_unclassified_SGB15090	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_disporicum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Oscillospiraceae_bacterium_CLA_AA_H250	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Firmicutes_unclassified_SGB4554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB6011_SGB8639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacteriaceae_bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB3102_SGB4110	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Victivallis_vadensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB3722_SGB5050	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_siraeum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB3429_SGB71704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_saudiense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB6592_SGB9320	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Mammaliicoccus_vitulinus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01039
s__GGB9710_SGB15239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Micromonospora_rubida	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Coprococcus_comes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB2998_SGB3989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB35456_SGB71664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB9261_SGB14209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Micromonospora_noduli	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB77497_SGB107062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0133	0.0	0.0	0.0	0.0	0.0	0.0	0.02081	0.0
s__GGB2983_SGB3965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB4669_SGB6458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Intestinibacter_bartlettii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1243_SGB1664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB3304_SGB4365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01115	0.0	0.0	0.0	0.0	0.02066	0.0	0.0	0.0
s__GGB9559_SGB69175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptosporangium_pseudovulgare	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01048	0.00584	0.0	0.00541	0.00932	0.0	0.0	0.09274	0.0
s__GGB9593_SGB15015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_cellulosilyticus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB34228_SGB72916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB2998_SGB3988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Micromonospora_jinlongensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00958	0.04494	0.01413	0.0	0.04827	0.0	0.0	0.0	0.0
s__GGB4602_SGB6365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB9288_SGB14243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Edwardsiella_hoshinae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00886	0.26965	0.248	0.0	0.0	0.0	0.0	0.0	0.0
s__Latilactobacillus_sakei	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptosporangium_saharense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00809	0.00085	0.0	0.00463	0.00337	0.0	0.0	0.03098	0.0
s__Coprococcus_catus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB9059_SGB13976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Catenibacterium_mitsuokai	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0071	0.0	0.0	0.0	0.0	0.16583	0.0	0.0	0.0
s__GGB1249_SGB1670	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptosporangium_roseum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00656	0.08899	0.12884	0.03573	0.15435	0.0	0.0	0.01957	0.0
s__GGB9080_SGB14004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB9361_SGB14336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Oscillibacter_sp_ER4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Micromonospora_polyrhachis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB4780_SGB6615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Luteimonas_sp_SX5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lachnospiraceae_bacterium_OM04_12BH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB3118_SGB4130	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Acetivibrio_ethanolgignens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Parabacteroides_bouchesdurhonensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Pseudomonas_putida	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB34797_SGB14321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Pedobacter_frigoris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB9787_SGB15410	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Butyricimonas_virosa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Neorhizobium_xiangyangii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011	0.0	0.0	0.0	0.0	0.15735	0.05941	0.0	0.0
s__GGB9508_SGB14905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
