name,taxonomy_id,taxonomy_lvl,MS11669_minimizer_filtered.bracken_num,MS11669_minimizer_filtered.bracken_frac,MS11670_minimizer_filtered.bracken_num,MS11670_minimizer_filtered.bracken_frac,MS11673_minimizer_filtered.bracken_num,MS11673_minimizer_filtered.bracken_frac,MS11674_minimizer_filtered.bracken_num,MS11674_minimizer_filtered.bracken_frac,MS11675_minimizer_filtered.bracken_num,MS11675_minimizer_filtered.bracken_frac,MS11676_minimizer_filtered.bracken_num,MS11676_minimizer_filtered.bracken_frac,MS11677_minimizer_filtered.bracken_num,MS11677_minimizer_filtered.bracken_frac,MS11678_minimizer_filtered.bracken_num,MS11678_minimizer_filtered.bracken_frac,MS11679_minimizer_filtered.bracken_num,MS11679_minimizer_filtered.bracken_frac,MS11683_minimizer_filtered.bracken_num,MS11683_minimizer_filtered.bracken_frac,MS11684_minimizer_filtered.bracken_num,MS11684_minimizer_filtered.bracken_frac,MS11686_minimizer_filtered.bracken_num,MS11686_minimizer_filtered.bracken_frac,MS11770_minimizer_filtered.bracken_num,MS11770_minimizer_filtered.bracken_frac,MS11771_minimizer_filtered.bracken_num,MS11771_minimizer_filtered.bracken_frac,MS11774_minimizer_filtered.bracken_num,MS11774_minimizer_filtered.bracken_frac,MS11775_minimizer_filtered.bracken_num,MS11775_minimizer_filtered.bracken_frac
Bordetella petrii,94624,S,1970,0.00168,213,0.00038,1047,0.00251,0,0.00000,173,0.00005,123,0.00012,574,0.00083,441,0.00036,0,0.00000,458,0.00036,137,0.00012,0,0.00000,0,0.00000,201,0.00006,308,0.00018,198,0.00008
Achromobacter xylosoxidans,85698,S,1960,0.00167,213,0.00038,1370,0.00328,0,0.00000,303,0.00009,225,0.00023,1236,0.00178,439,0.00036,365,0.00022,821,0.00064,239,0.00020,649,0.00079,467,0.00065,437,0.00013,286,0.00017,444,0.00019
Enterococcus faecium,1352,S,1894,0.00161,0,0.00000,99880,0.23907,19834,0.03178,1964,0.00058,1570,0.00158,716,0.00103,2062,0.00168,3600,0.00220,2481,0.00193,771,0.00066,1668,0.00202,12171,0.01688,128811,0.03893,12907,0.00768,16831,0.00719
Brevundimonas sp. NCCP 15609,3021811,S,1891,0.00161,0,0.00000,0,0.00000,0,0.00000,0,0.00000,1009,0.00102,0,0.00000,0,0.00000,525,0.00032,0,0.00000,1080,0.00092,353,0.00043,0,0.00000,887,0.00027,0,0.00000,0,0.00000
Rhodococcus sp. YL-1,1045808,S,1883,0.00161,0,0.00000,0,0.00000,0,0.00000,2909,0.00087,0,0.00000,0,0.00000,0,0.00000,619,0.00038,0,0.00000,0,0.00000,0,0.00000,438,0.00061,2175,0.00066,0,0.00000,0,0.00000
Bacteroides stercoris,46506,S,1851,0.00158,9215,0.01625,1500,0.00359,1299,0.00208,91635,0.02727,17252,0.01741,49967,0.07182,36810,0.02994,21979,0.01343,26170,0.02041,12086,0.01029,56386,0.06840,9050,0.01255,9285,0.00281,137133,0.08162,139021,0.05942
Comamonas sp. Y33R10-2,2853257,S,1850,0.00158,224,0.00039,0,0.00000,0,0.00000,85,0.00003,1640,0.00165,73,0.00010,0,0.00000,692,0.00042,0,0.00000,148,0.00013,157,0.00019,1798,0.00249,56,0.00002,98,0.00006,251,0.00011
Bradyrhizobium diazoefficiens,1355477,S,1840,0.00157,1143,0.00202,1890,0.00452,0,0.00000,688,0.00020,1286,0.00130,5664,0.00814,1022,0.00083,1002,0.00061,1288,0.00100,823,0.00070,0,0.00000,1133,0.00157,1017,0.00031,881,0.00052,1091,0.00047
Pseudoxanthomonas mexicana,128785,S,1825,0.00156,150,0.00026,0,0.00000,0,0.00000,1856,0.00055,160,0.00016,1113,0.00160,1985,0.00161,1360,0.00083,423,0.00033,77,0.00007,254,0.00031,162,0.00022,1338,0.00040,649,0.00039,197,0.00008
Bosea beijingensis,3068632,S,1768,0.00151,108,0.00019,72,0.00017,0,0.00000,0,0.00000,448,0.00045,1886,0.00271,2543,0.00207,312,0.00019,75,0.00006,232,0.00020,534,0.00065,354,0.00049,296,0.00009,1713,0.00102,192,0.00008
Pseudomonas sp. LG1D9,2083054,S,1765,0.00150,0,0.00000,0,0.00000,0,0.00000,408,0.00012,0,0.00000,607,0.00087,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,13349,0.00403,0,0.00000,0,0.00000
Hydrogenophaga crocea,2716225,S,1681,0.00143,151,0.00027,219,0.00052,169,0.00027,263,0.00008,169,0.00017,185,0.00027,220,0.00018,156,0.00010,314,0.00024,0,0.00000,830,0.00101,415,0.00058,133,0.00004,288,0.00017,201,0.00009
Lederbergia lenta,1467,S,1678,0.00143,0,0.00000,0,0.00000,0,0.00000,34,0.00001,0,0.00000,0,0.00000,0,0.00000,17,0.00001,0,0.00000,82,0.00007,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Aerosticca soli,2010829,S,1663,0.00142,186,0.00033,896,0.00214,0,0.00000,80,0.00002,69,0.00007,692,0.00099,206,0.00017,585,0.00036,561,0.00044,0,0.00000,0,0.00000,171,0.00024,102,0.00003,157,0.00009,225,0.00010
Pedobacter gandavensis,2679963,S,1654,0.00141,0,0.00000,0,0.00000,0,0.00000,447,0.00013,407,0.00041,144,0.00021,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,910,0.00028,0,0.00000,1170,0.00050
Paracidovorax avenae,80867,S,1635,0.00139,1903,0.00336,432,0.00103,0,0.00000,783,0.00023,1064,0.00107,617,0.00089,769,0.00063,1127,0.00069,1083,0.00084,607,0.00052,667,0.00081,1136,0.00158,1251,0.00038,1359,0.00081,2821,0.00121
Sphingopyxis sp. USTB-05,2830667,S,1624,0.00138,0,0.00000,0,0.00000,0,0.00000,59,0.00002,98,0.00010,63,0.00009,301,0.00024,81,0.00005,47,0.00004,56,0.00005,222,0.00027,84,0.00012,0,0.00000,0,0.00000,0,0.00000
Acidovorax temperans,80878,S,1624,0.00138,741,0.00131,521,0.00125,206,0.00033,164,0.00005,455,0.00046,445,0.00064,265,0.00022,432,0.00026,0,0.00000,0,0.00000,288,0.00035,441,0.00061,319,0.00010,468,0.00028,1670,0.00071
Streptomyces californicus,67351,S,1619,0.00138,0,0.00000,0,0.00000,0,0.00000,588,0.00017,0,0.00000,0,0.00000,448,0.00036,0,0.00000,0,0.00000,555,0.00047,0,0.00000,930,0.00129,0,0.00000,0,0.00000,0,0.00000
Aliarcobacter skirrowii,28200,S,1559,0.00133,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,108,0.00005
Delftia lacustris,558537,S,1550,0.00132,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,631,0.00019,0,0.00000,841,0.00036
Sphingopyxis sp. YF1,2482763,S,1548,0.00132,0,0.00000,0,0.00000,0,0.00000,83,0.00002,157,0.00016,71,0.00010,309,0.00025,584,0.00036,289,0.00023,533,0.00045,148,0.00018,60,0.00008,0,0.00000,54,0.00003,0,0.00000
Ralstonia sp. RRA,3122075,S,1537,0.00131,1048,0.00185,4332,0.01037,399,0.00064,503,0.00015,569,0.00057,1059,0.00152,664,0.00054,604,0.00037,740,0.00058,408,0.00035,240,0.00029,747,0.00104,301,0.00009,327,0.00019,343,0.00015
Rhodococcus sp. DN22,357684,S,1519,0.00130,0,0.00000,0,0.00000,0,0.00000,1712,0.00051,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Alcaligenes aquatilis,323284,S,1478,0.00126,0,0.00000,0,0.00000,0,0.00000,651,0.00019,0,0.00000,0,0.00000,0,0.00000,244,0.00015,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Streptomyces cyaneofuscatus,66883,S,1478,0.00126,0,0.00000,0,0.00000,0,0.00000,578,0.00017,0,0.00000,1916,0.00275,156,0.00013,179,0.00011,408,0.00032,3629,0.00309,95,0.00012,64,0.00009,0,0.00000,715,0.00043,0,0.00000
Devosia ginsengisoli,400770,S,1476,0.00126,0,0.00000,0,0.00000,0,0.00000,277,0.00008,348,0.00035,58,0.00008,44,0.00004,294,0.00018,418,0.00033,45,0.00004,31,0.00004,37,0.00005,130,0.00004,111,0.00007,959,0.00041
Brevundimonas nasdae,172043,S,1419,0.00121,0,0.00000,0,0.00000,0,0.00000,413,0.00012,295,0.00030,247,0.00036,154,0.00013,0,0.00000,0,0.00000,0,0.00000,134,0.00016,118,0.00016,414,0.00013,174,0.00010,0,0.00000
Azospira restricta,404405,S,1406,0.00120,414,0.00073,1493,0.00357,99,0.00016,452,0.00013,166,0.00017,421,0.00061,902,0.00073,500,0.00031,1739,0.00136,473,0.00040,346,0.00042,764,0.00106,252,0.00008,675,0.00040,350,0.00015
Denitratisoma sp. DHT3,1981880,S,1372,0.00117,336,0.00059,1989,0.00476,0,0.00000,599,0.00018,144,0.00015,251,0.00036,875,0.00071,396,0.00024,1260,0.00098,370,0.00031,245,0.00030,970,0.00135,248,0.00007,684,0.00041,320,0.00014
Brucella anthropi,529,S,1345,0.00115,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Aliarcobacter thereius,544718,S,1329,0.00113,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Rhodanobacter thiooxydans,416169,S,1310,0.00112,0,0.00000,72,0.00017,0,0.00000,122,0.00004,53,0.00005,262,0.00038,133,0.00011,4646,0.00284,1833,0.00143,0,0.00000,66,0.00008,44,0.00006,119,0.00004,61,0.00004,89,0.00004
Neopusillimonas aromaticivorans,2979868,S,1307,0.00111,0,0.00000,0,0.00000,0,0.00000,46,0.00001,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,31,0.00001,0,0.00000,51,0.00002
Pseudomonas veronii,76761,S,1305,0.00111,0,0.00000,0,0.00000,0,0.00000,701,0.00021,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,1886,0.00057,0,0.00000,0,0.00000
Aliarcobacter cibarius,255507,S,1292,0.00110,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Sphingosinicella microcystinivorans,335406,S,1269,0.00108,219,0.00039,1731,0.00414,0,0.00000,151,0.00004,85,0.00009,512,0.00074,232,0.00019,240,0.00015,428,0.00033,0,0.00000,230,0.00028,199,0.00028,253,0.00008,481,0.00029,0,0.00000
Arcobacter porcinus,1935204,S,1269,0.00108,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Sphingopyxis sp. FD7,1914525,S,1267,0.00108,0,0.00000,0,0.00000,0,0.00000,0,0.00000,203,0.00020,0,0.00000,0,0.00000,104,0.00006,0,0.00000,0,0.00000,0,0.00000,101,0.00014,0,0.00000,0,0.00000,0,0.00000
Hydrogenophaga sp. RAC07,1842537,S,1266,0.00108,75,0.00013,74,0.00018,0,0.00000,39,0.00001,101,0.00010,139,0.00020,161,0.00013,66,0.00004,112,0.00009,62,0.00005,454,0.00055,191,0.00026,74,0.00002,57,0.00003,228,0.00010
Achromobacter deleyi,1353891,S,1231,0.00105,84,0.00015,240,0.00057,0,0.00000,180,0.00005,0,0.00000,9268,0.01332,0,0.00000,98,0.00006,220,0.00017,308,0.00026,547,0.00066,1323,0.00183,156,0.00005,65,0.00004,0,0.00000
Shinella sp. PSBB067,2715959,S,1226,0.00105,0,0.00000,0,0.00000,0,0.00000,0,0.00000,186,0.00019,0,0.00000,0,0.00000,196,0.00012,173,0.00013,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,317,0.00014
Variovorax sp. WDL1,207745,S,1199,0.00102,212,0.00037,1899,0.00455,0,0.00000,127,0.00004,173,0.00017,0,0.00000,464,0.00038,232,0.00014,458,0.00036,145,0.00012,226,0.00027,426,0.00059,174,0.00005,207,0.00012,307,0.00013
Stutzerimonas stutzeri,316,S,1189,0.00101,476,0.00084,585,0.00140,0,0.00000,331,0.00010,192,0.00019,701,0.00101,270,0.00022,7778,0.00475,3398,0.00265,303,0.00026,384,0.00047,188,0.00026,1579,0.00048,690,0.00041,512,0.00022
Aminobacter sp. MSH1,374606,S,1186,0.00101,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,587,0.00084,380,0.00031,441,0.00027,0,0.00000,901,0.00077,1633,0.00198,0,0.00000,0,0.00000,2857,0.00170,0,0.00000
Hydrogenophaga sp. NH-16,2184519,S,1186,0.00101,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,169,0.00010,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,362,0.00015
Sphingopyxis sp. PAMC25046,2565556,S,1176,0.00100,0,0.00000,0,0.00000,0,0.00000,0,0.00000,125,0.00013,0,0.00000,283,0.00023,98,0.00006,81,0.00006,117,0.00010,294,0.00036,70,0.00010,0,0.00000,0,0.00000,0,0.00000
Comamonas thiooxydans,363952,S,1169,0.00100,220,0.00039,0,0.00000,0,0.00000,164,0.00005,771,0.00078,260,0.00037,0,0.00000,2690,0.00164,0,0.00000,649,0.00055,833,0.00101,1113,0.00154,208,0.00006,139,0.00008,301,0.00013
Stenotrophomonas sp. BIO128-Bstrain,3027225,S,1161,0.00099,0,0.00000,0,0.00000,0,0.00000,2389,0.00071,243,0.00025,0,0.00000,346,0.00028,883,0.00054,210,0.00016,867,0.00074,242,0.00029,797,0.00111,89605,0.02708,358,0.00021,271,0.00012
Sulfuritortus calidifontis,1914471,S,1150,0.00098,0,0.00000,1179,0.00282,0,0.00000,382,0.00011,0,0.00000,247,0.00036,996,0.00081,471,0.00029,835,0.00065,346,0.00029,0,0.00000,790,0.00110,367,0.00011,581,0.00035,180,0.00008
Streptomyces sp. JL1001,3078227,S,1150,0.00098,0,0.00000,0,0.00000,0,0.00000,260,0.00008,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,131,0.00011,0,0.00000,296,0.00041,0,0.00000,0,0.00000,0,0.00000
Rhodoferax koreense,1842727,S,1147,0.00098,421,0.00074,895,0.00214,0,0.00000,139,0.00004,169,0.00017,390,0.00056,222,0.00018,176,0.00011,359,0.00028,0,0.00000,314,0.00038,334,0.00046,150,0.00005,273,0.00016,243,0.00010
Rhodococcus sp. BH4,1807790,S,1140,0.00097,0,0.00000,0,0.00000,0,0.00000,1549,0.00046,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Sphingobium yanoikuyae,13690,S,1139,0.00097,0,0.00000,0,0.00000,0,0.00000,0,0.00000,395,0.00040,0,0.00000,289,0.00024,0,0.00000,0,0.00000,0,0.00000,223,0.00027,274,0.00038,0,0.00000,375,0.00022,0,0.00000
Vagococcus lutrae,81947,S,1134,0.00097,0,0.00000,0,0.00000,0,0.00000,7509,0.00223,0,0.00000,0,0.00000,58,0.00005,57,0.00003,54,0.00004,81,0.00007,81,0.00010,512,0.00071,855,0.00026,0,0.00000,0,0.00000
Ramlibacter tataouinensis,94132,S,1118,0.00095,739,0.00130,1071,0.00256,196,0.00031,410,0.00012,409,0.00041,531,0.00076,1756,0.00143,1480,0.00090,1999,0.00156,414,0.00035,3432,0.00416,1389,0.00193,363,0.00011,1242,0.00074,662,0.00028
Alicycliphilus denitrificans,179636,S,1101,0.00094,737,0.00130,747,0.00179,0,0.00000,317,0.00009,330,0.00033,326,0.00047,612,0.00050,500,0.00031,885,0.00069,296,0.00025,460,0.00056,570,0.00079,384,0.00012,451,0.00027,1365,0.00058
Prescottella equi,43767,S,1089,0.00093,0,0.00000,0,0.00000,0,0.00000,218,0.00006,30,0.00003,62,0.00009,36,0.00003,1007,0.00062,595,0.00046,893,0.00076,449,0.00054,37,0.00005,108,0.00003,63,0.00004,0,0.00000
Nocardioides sp. JS614,196162,S,1088,0.00093,0,0.00000,0,0.00000,0,0.00000,124,0.00004,0,0.00000,297,0.00043,167,0.00014,1760,0.00108,1189,0.00093,126,0.00011,428,0.00052,0,0.00000,111,0.00003,98,0.00006,0,0.00000
Acidovorax carolinensis,553814,S,1087,0.00093,2904,0.00512,402,0.00096,614,0.00098,440,0.00013,1493,0.00151,825,0.00119,408,0.00033,438,0.00027,513,0.00040,0,0.00000,408,0.00049,211,0.00029,1287,0.00039,577,0.00034,5748,0.00246
Salmonella enterica,28901,S,1082,0.00092,11,0.00002,0,0.00000,133,0.00021,3332,0.00099,303,0.00031,236,0.00034,565,0.00046,422,0.00026,657,0.00051,688,0.00059,1637,0.00199,392,0.00054,2019,0.00061,208,0.00012,109,0.00005
Corynebacterium casei,160386,S,1075,0.00092,470,0.00083,3125,0.00748,1054,0.00169,244,0.00007,3714,0.00375,0,0.00000,315,0.00026,0,0.00000,297,0.00023,292,0.00025,549,0.00067,290,0.00040,379,0.00011,667,0.00040,1028,0.00044
Comamonas fluminis,2796366,S,1040,0.00089,182,0.00032,0,0.00000,0,0.00000,63,0.00002,713,0.00072,0,0.00000,0,0.00000,3681,0.00225,273,0.00021,894,0.00076,1107,0.00134,1121,0.00155,122,0.00004,121,0.00007,446,0.00019
Thauera aminoaromatica,164330,S,1030,0.00088,241,0.00042,1096,0.00262,253,0.00041,449,0.00013,144,0.00015,0,0.00000,850,0.00069,298,0.00018,701,0.00055,466,0.00040,0,0.00000,385,0.00053,317,0.00010,446,0.00027,257,0.00011
Malaciobacter pacificus,1080223,S,1018,0.00087,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Sphingopyxis sp. 113P3,292913,S,1015,0.00087,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,142,0.00017,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Brevundimonas vancanneytii,1325724,S,1003,0.00086,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,544,0.00016,0,0.00000,0,0.00000
Sorangium cellulosum,56,S,998,0.00085,369,0.00065,562,0.00135,105,0.00017,502,0.00015,192,0.00019,370,0.00053,546,0.00044,445,0.00027,451,0.00035,271,0.00023,298,0.00036,357,0.00050,269,0.00008,384,0.00023,189,0.00008
Hydrogenophaga taeniospiralis,65656,S,996,0.00085,150,0.00026,147,0.00035,0,0.00000,60,0.00002,143,0.00014,150,0.00022,181,0.00015,80,0.00005,190,0.00015,40,0.00003,315,0.00038,164,0.00023,86,0.00003,120,0.00007,513,0.00022
Mycolicibacterium austroafricanum,39687,S,992,0.00085,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Bradyrhizobium sp. 170,2782641,S,984,0.00084,126,0.00022,435,0.00104,0,0.00000,130,0.00004,360,0.00036,5821,0.00837,83,0.00007,81,0.00005,0,0.00000,0,0.00000,92,0.00011,226,0.00031,88,0.00003,126,0.00007,81,0.00003
Cupriavidus basilensis,68895,S,983,0.00084,319,0.00056,1045,0.00250,0,0.00000,232,0.00007,105,0.00011,277,0.00040,466,0.00038,142,0.00009,489,0.00038,219,0.00019,156,0.00019,354,0.00049,161,0.00005,234,0.00014,255,0.00011
Bosea sp. ANAM02,2020412,S,981,0.00084,119,0.00021,93,0.00022,0,0.00000,0,0.00000,298,0.00030,1174,0.00169,1423,0.00116,215,0.00013,259,0.00020,83,0.00007,389,0.00047,259,0.00036,167,0.00005,1159,0.00069,393,0.00017
Thauera aromatica,59405,S,981,0.00084,0,0.00000,1070,0.00256,0,0.00000,138,0.00004,0,0.00000,0,0.00000,348,0.00028,0,0.00000,367,0.00029,0,0.00000,0,0.00000,523,0.00073,137,0.00004,242,0.00014,0,0.00000
Sphingopyxis sp. OPL5,2486273,S,975,0.00083,0,0.00000,0,0.00000,0,0.00000,47,0.00001,79,0.00008,40,0.00006,136,0.00011,110,0.00007,67,0.00005,59,0.00005,88,0.00011,58,0.00008,0,0.00000,0,0.00000,50,0.00002
Acinetobacter johnsonii,40214,S,974,0.00083,0,0.00000,0,0.00000,0,0.00000,1861,0.00055,1740,0.00176,0,0.00000,1622,0.00132,105,0.00006,110,0.00009,2635,0.00224,1202,0.00146,238,0.00033,5655,0.00171,1478,0.00088,197,0.00008
Diaphorobacter sp. HDW4A,2714924,S,974,0.00083,208,0.00037,0,0.00000,0,0.00000,128,0.00004,235,0.00024,271,0.00039,0,0.00000,286,0.00017,178,0.00014,0,0.00000,0,0.00000,173,0.00024,242,0.00007,523,0.00031,447,0.00019
Enterococcus faecalis,1351,S,973,0.00083,0,0.00000,1503,0.00360,31992,0.05125,74659,0.02222,220,0.00022,430,0.00062,3432,0.00279,395,0.00024,291,0.00023,40307,0.03431,264,0.00032,139,0.00019,33047,0.00999,2280,0.00136,296,0.00013
Thauera sp. GDN1,2944810,S,967,0.00082,170,0.00030,579,0.00139,0,0.00000,95,0.00003,0,0.00000,0,0.00000,258,0.00021,232,0.00014,588,0.00046,234,0.00020,154,0.00019,261,0.00036,123,0.00004,322,0.00019,173,0.00007
Pseudoxanthomonas sp. SE1,1664560,S,965,0.00082,0,0.00000,129,0.00031,0,0.00000,950,0.00028,96,0.00010,505,0.00073,1056,0.00086,553,0.00034,260,0.00020,0,0.00000,239,0.00029,50,0.00007,687,0.00021,334,0.00020,111,0.00005
Streptomyces sp. GF20,2692235,S,965,0.00082,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,504,0.00031,0,0.00000,4455,0.00379,2283,0.00277,864,0.00120,0,0.00000,0,0.00000,0,0.00000
Stenotrophomonas sp. LM091,1904944,S,957,0.00082,0,0.00000,0,0.00000,0,0.00000,1293,0.00038,145,0.00015,0,0.00000,246,0.00020,824,0.00050,0,0.00000,708,0.00060,121,0.00015,818,0.00113,74658,0.02256,0,0.00000,142,0.00006
Pseudomonas fluorescens,294,S,930,0.00079,149,0.00026,151,0.00036,0,0.00000,442,0.00013,200,0.00020,240,0.00034,426,0.00035,176,0.00011,88,0.00007,160,0.00014,156,0.00019,109,0.00015,4213,0.00127,475,0.00028,292,0.00012
Hydrogenophaga sp. SNF1,3098762,S,927,0.00079,0,0.00000,0,0.00000,0,0.00000,145,0.00004,0,0.00000,0,0.00000,175,0.00014,111,0.00007,134,0.00010,0,0.00000,602,0.00073,125,0.00017,0,0.00000,0,0.00000,273,0.00012
Comamonas resistens,3046670,S,926,0.00079,168,0.00030,0,0.00000,0,0.00000,74,0.00002,576,0.00058,0,0.00000,0,0.00000,2648,0.00162,266,0.00021,453,0.00039,916,0.00111,1017,0.00141,0,0.00000,146,0.00009,322,0.00014
Rhodanobacter denitrificans,666685,S,922,0.00079,0,0.00000,108,0.00026,0,0.00000,96,0.00003,108,0.00011,239,0.00034,116,0.00009,3010,0.00184,1368,0.00107,0,0.00000,0,0.00000,44,0.00006,102,0.00003,51,0.00003,105,0.00004
Cupriavidus pauculus,82633,S,911,0.00078,200,0.00035,1344,0.00322,0,0.00000,172,0.00005,214,0.00022,421,0.00061,397,0.00032,300,0.00018,675,0.00053,203,0.00017,251,0.00030,525,0.00073,217,0.00007,381,0.00023,284,0.00012
Comamonas antarctica,2743470,S,896,0.00076,242,0.00043,0,0.00000,0,0.00000,693,0.00021,301,0.00030,210,0.00030,161,0.00013,235,0.00014,305,0.00024,252,0.00021,150,0.00018,632,0.00088,2682,0.00081,328,0.00020,666,0.00028
Hydrogenophaga sp. YM1,2806262,S,894,0.00076,143,0.00025,0,0.00000,0,0.00000,158,0.00005,206,0.00021,0,0.00000,0,0.00000,0,0.00000,176,0.00014,0,0.00000,686,0.00083,281,0.00039,0,0.00000,203,0.00012,217,0.00009
Pseudoxanthomonas suwonensis,314722,S,892,0.00076,96,0.00017,135,0.00032,0,0.00000,1266,0.00038,102,0.00010,435,0.00063,932,0.00076,1280,0.00078,398,0.00031,50,0.00004,45,0.00005,97,0.00013,838,0.00025,339,0.00020,224,0.00010
Sphingomonas koreensis,93064,S,878,0.00075,0,0.00000,0,0.00000,0,0.00000,0,0.00000,332,0.00033,494,0.00071,0,0.00000,348,0.00021,0,0.00000,297,0.00025,483,0.00059,186,0.00026,0,0.00000,288,0.00017,0,0.00000
Brevundimonas vesicularis,41276,S,875,0.00075,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,331,0.00046,265,0.00008,0,0.00000,0,0.00000
Poseidonibacter lekithochrous,1904463,S,868,0.00074,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Sphaerotilus microaerophilus,2914710,S,866,0.00074,241,0.00042,1008,0.00241,0,0.00000,53,0.00002,98,0.00010,302,0.00043,355,0.00029,141,0.00009,352,0.00027,94,0.00008,257,0.00031,215,0.00030,54,0.00002,328,0.00020,291,0.00012
Piscinibacter gummiphilus,946333,S,861,0.00073,245,0.00043,1107,0.00265,0,0.00000,154,0.00005,222,0.00022,313,0.00045,414,0.00034,197,0.00012,567,0.00044,194,0.00017,387,0.00047,378,0.00052,158,0.00005,603,0.00036,221,0.00009
Thauera sp. K11,2005884,S,857,0.00073,292,0.00051,619,0.00148,130,0.00021,229,0.00007,125,0.00013,197,0.00028,580,0.00047,149,0.00009,863,0.00067,266,0.00023,0,0.00000,354,0.00049,106,0.00003,514,0.00031,222,0.00009
Aminobacter sp. NyZ550,2979870,S,851,0.00073,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Arcobacter nitrofigilis,28199,S,847,0.00072,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Dietzia kunjamensis,322509,S,836,0.00071,0,0.00000,240,0.00057,514,0.00082,1493,0.00044,1346,0.00136,0,0.00000,0,0.00000,131,0.00008,117,0.00009,674,0.00057,80,0.00010,139,0.00019,209,0.00006,0,0.00000,796,0.00034
Bordetella genomosp. 13,463040,S,835,0.00071,0,0.00000,1009,0.00242,0,0.00000,76,0.00002,0,0.00000,0,0.00000,190,0.00015,94,0.00006,235,0.00018,64,0.00005,112,0.00014,205,0.00028,38,0.00001,96,0.00006,0,0.00000
